Nombre para mostrar;Clr Clb Newucmdb;Clr Service Code;Subtipo;Grupo de administración de configuración;Clr Istatus;Título;Comentarios;Clr Arr Location;Fecha y hora de modificación del sistema
"fw_axa_104arl";"true";"SFW0192";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP // CORREO //  BOGOTA// AV. 15 N° 104 - 33 PISO 3// BOGOTA ARL // FIREWALL EN CLIENTE";"SEDE CLIENTE";"27/04/22 16:00:38"
"fw-fanalca-gzm0427-0484-485-gzm0486";"false";"gzm0486";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // CALI //AVENIDA 6A BIS # 35N-100 PISO 8 //AUTOCEIBA AV. 6A BIS //FIREWALL EN CLIENTE //5 MBPS // REEMPLAZO DE OT  14433657";"SEDE CLIENTE_FANALCA";"04/04/22 03:34:41"
"PARADIGMA2(paradigma2)";"true";"PARAD16";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL PYME //  Bogotá  // Triara   //  FIREWALL // 100 MEGAS // PARAD16";"";"27/04/22 16:10:29"
"FGT30E5619078736(fw_gzm0258_fw-fanalca-gzm0383-0487-gzm0258)";"true";"GZM0258";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // BOGOTA //AVENIDA BOYACA # 6 B 20ADEINCO //FIREWALL EN CLIENTE //5120";"";"08/06/22 10:01:18"
"V01-TIEMPO";"false";"tmp0234";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // MAIL // IaaS Migracion DC // FIREWALL // SEGURIDAD Y RED";"";"14/03/23 15:49:21"
"V125-COMEMP";"false";"cedcq19";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"Firewall Centralizado: Dedicado Triara - Servicio NO Correspponde a Hosting";"";"05/12/21 01:29:10"
"V201-HAPPY(fw_central_eyn02-n3)";"true";"HCOLT15";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM PYME // DATACENTER TRIARA  // FIREWALL CENTRALIZADO 20 MB // SIN INFO TCL”";"";"08/06/22 10:03:19"
"V33-ROCHE_VM@FG3K1B3I11700698 (mithrandir)";"false";"poh0006";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"Firewall Centralizado Dedicado + IPS";"";"22/04/20 09:54:58"
"V044-ASEOCA(fw_central_eyn02-n3)";"true";"CSP0031";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP // CORREO //  BOGOTA TRIARA // FIREWALL";"";"22/04/23 01:21:18"
"fw-fanalca-gzm0431-433-434-gzm0276";"false";"gzm0276";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // BUCARAMANGA //CRA 25 # 21-08AUTOPALMA //FIREWALL EN CLIENTE //5120";"SEDE CLIENTE_FANALCA";"09/03/22 03:47:28"
"V38-BPOPULARPRO@FG-5KC3E14800276 (fw-chasis-bk4)";"false";"bpp1376";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"firewall telmex";"Firewall Centralizado Datacenter - VDOM 38 FW Chasis Fortinet";"";"22/04/20 09:54:59"
"FW-CLARO_WEBEX2(fw-claro_webex1)";"true";"TFM2834";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_CLARO_WEBEX_FISICOS_2";"";"27/04/22 16:11:24"
"acscorporativo1";"false";"tfm0212";"Others";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"E-BUSINESS HOSTING DEDICADO";"CI- Temis – Servicio ACS";"TRIARA\BUNKER2\F30(AB)\20";"03/12/21 23:34:03"
"V232-MASCAP(fw_central_eyn02-n3)";"true";"MJF0031";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // DATA CENTER TRIARA // FIREWALL CENTRALIZADO";"";"14/09/22 23:07:34"
"fw_dian-san_agustin2";"false";"din0801";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA  // CARRERA  8 # 6C - 38 PISO 5 // FIREWALL EN CLIENTE";"SEDE CLIENTE-SAN AGUSTIN";"06/04/23 23:42:19"
"firewall mintic ortezal";"true";"VZVF0160";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"";"";"";"11/03/23 01:11:56"
"fw-ncs-moda1";"true";"QSA0288";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // CORREO // Bogota // DC TRIARA // FIREWALL CENTRALIZADO // 200 megas // REEMPLAZO DE OT 12507359";"TRIARA\BUNKER1\H3(AB)\25 TRIARA\BUNKER1\E6(AB)\24";"25/03/23 01:41:04"
"FW-IMAGENOLOGIA-COLS2";"false";"dho0021";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP // CORREO //  BOGOTÁ //TRIARA // FIREWALL// IaaS // Firewall - Seguridad Centralizada";"TRIARA\BUNKER3\G7(AB)\15";"09/09/22 23:26:50"
"FW-CLL0086-COLSANITAS1";"false";"cll0086";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO //    BOGOTA // TRIARA/ / FIREWALL EN CLIENTE    CLL0086";"TRIARA\BUNKER1\R27(AB)\9 TRIARA\BUNKER1\R27(AB)\10";"26/04/22 03:38:17"
"V138-CMUNCA";"false";"cffms20";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"IPS TELMEX";"SOP COM CORP // CORREO // BOGOTA // TRIARA - SERVICIO DE SEGURIDAD FW + IPS PARA 5 MBPS // IPS //";"";"03/06/21 03:31:39"
"FGT30E5619078780(fw_gzm0264_fw-fanalca-gzm0114-144-424-gzm0264)";"true";"GZM0264";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // IBAGUE //CARRERA 5 # 37-55SUPERMOTOS DEL TOLIMA //FIREWALL EN CLIENTE //8192";"";"08/06/22 10:00:49"
"V163-CINECO(fw_central_eyn02-n3)";"true";"CIN0466";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO //   BOGOTA//NODO CLARO//FIREWALL CENTRALIZADO//";"";"27/04/22 16:16:07"
"fortianalyzer-finandina";"true";"QDP0035";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP//SAP6000003701// FIREWALL// BOGOTA -CRA 106 NO 15 A -25 INT 141-14 SEDE DE QUANTUMM";"";"21/02/22 14:06:07"
"V108-ATSGSD(fw_central_eyn02-n3)";"true";"AJQ0011";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL INT // CORREO // BOGOTA // TRIARA // FIREWALL CENTRALIZADO 10MB   AJQ0011";"";"27/04/22 16:14:52"
"V07-FW-COM1(fw_central_eyn02-n3)";"true";"UDM0027";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"INTERNET DEDICADO TELMEX";"INT. DEDICADO 1024K - TRIARA";"";"08/06/22 10:03:57"
"fw_fanalca_gzm0077-76-167-gzm0192";"false";"gzm0192";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // MEDELLIN //CALLE 44 # 72-28SUPERMOTOS DE MEDELLIN //FIREWALL EN CLIENTE //5120";"SEDE CLIENTE_FANALCA";"09/03/22 03:47:04"
"fw_gzm0248_fw-fanalca-gzm0142-354-gzm0248";"true";"GZM0248";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // CALI //CR 35 # 10 - 707 ACOPI-YUMBOSUPERTEX ACOPI //FIREWALL EN CLIENTE// REEMPLAZO OT 14300632";"SEDE CLIENTE_FANALCA";"22/04/23 07:02:19"
"fw-proindesa-ortezal";"true";"EYQ0047";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"Instalación por Traslado entre Clientes";"ORTEZAL\BUNKER1\AE10(B)\3";"21/02/22 14:03:01"
"fmg-aval";"false";"att3927";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"CLOUD AVAL // Fortimanager Dedicado";"";"08/03/22 03:42:30"
"BloqLegal(fg_ingeniofr)";"true";"TFM2763";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_FILTRADO_REGULATORIO_FISICO_3";"";"27/04/22 16:16:36"
"fw_paco007_covioriente";"true";"PACO007";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // AV CALLE 26 # 59-41 OFICINA 902 // FIREWALL EN CLIENTE";"";"22/04/23 07:00:26"
"FG100ETK18002150(red_salud)";"true";"RDS0070";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORP // CORREO // BOGOTA // TRIARA // FIREWALL CENTRALIZADO // FORTINET 100 E";"";"08/09/22 10:35:41"
"fw_gzm0281_fw_fanalca_gzm0066-67-202-gzm0281";"true";"GZM0281";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // BOGOTA //AUTOPISTA SUR 51 # 41-51SUPERMOTOS DE CUNDINAMARCA //FIREWALL EN CLIENTE //12288";"SEDE CLIENTE_FANALCA";"22/04/23 07:03:55"
"FW-BINVERSIONES2";"false";"bwsp046";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // CORREO//BOGOTA//DATACENTER TRIARA//FIREWALL EN CLIENTE//FORTINET 80E//REMPLAZO DE LA OT 13020850";"TRIARA\BUNKER1\H3(AB)\7";"27/03/23 09:11:17"
"V44-ASEOCAPDMZ (fw-chasis-bk3)";"false";"csp0031";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP // CORREO //  BOGOTA TRIARA // FIREWALL";"";"22/04/20 09:54:59"
"fw_gzm0271_fw-fanalca-gzm0036-037-0403-gzm0271";"true";"GZM0271";"Computer";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // CARTAGENA //AV, PEDRO DE HEREDIA # 21-093 PIE DE LA POPASUPERMOTOS DE BOLIVAR //FIREWALL EN CLIENTE //5120";"SEDE CLIENTE_FANALCA";"22/04/23 07:03:50"
"V37-BOLSVAL0@FG3K1B3I11700698 (mithrandir)";"false";"vdi0165";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"VPN: Site to Site Nice NIM - Grabación HA";"";"22/04/20 09:55:00"
"FG100FTK21004561(fw_sac_be_ventures_medellin)";"true";"TBZS001";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // MEDELLIN // CALLE 45 SUR N° 43 A 09 // FIREWALL EN CLIENTE  120MB";"";"14/01/23 01:22:13"
"fw-aladdin1";"true";"AHCAR58";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // DATA CENTER TRIARA  // FIREWALL CENTRALIZADO";"TRIARA\BUNKER3\J7(AB)\35";"21/02/22 14:06:30"
"FGT30E5619078509(fw_gzm0251_fw-fanalca-gzm0046-047-438-gzm0251)";"true";"GZM0251";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // CALI //AV, ROOSEVELT # 27-65SUPERMOTOS DE CALI //FIREWALL EN CLIENTE";"";"08/06/22 10:00:01"
"V20-TELEMAR0 (fw-chasis-bk4)";"false";"tssla24";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"Firewall Centralizado Dedicado (Sin IPS) de 50 Mbps  + 12 VPNS IPSec";"";"19/08/20 23:19:45"
"fwprd-FGT-B";"true";"CME0951";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // DATA CENTER TRIARA // FIREWALL EN CLIENTE";"";"13/02/23 12:31:53"
"fw_onco_centenario";"true";"OFB0058";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP  // ARMENIA // AVENIDA CENTENARIO CARRERA 6 A NO 2-63 (CANAL PRINCIPAL CLARO) // SERVICIOS ESPECIALES DATACENTER (SERVICIOS ADMINISTRADOS IT) // REMPLAZO DE OT 17172477 //AUTOMATICO MASIVO INCIDENTES";"SEDE CLIENTE";"09/03/23 09:37:09"
"fw-mgmtvpn-1";"false";"tfm2114";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_TERMINADOR_VPN_NUEVO_1";"";"18/03/22 04:42:03"
"fw-sap-2";"true";"TEM0165";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOAV CORP. - MAIL / FIREWALL DEDICADO FORTINET / TEM0165";"";"21/02/22 14:03:38"
"FW-CLINICA_GENERAL_DEL_NORTE1";"false";"och0063";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios Especiales Datacenter";"SERVICIOS ESPECIALES DATACENTER (FIREWALL AVANZADO (VSG))";"TRIARA\BUNKER4\AE5(AB)\13";"04/10/22 14:38:27"
"fw-fanalca-gzm0057-056-399-gzm0223";"false";"gzm0223";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO // MONTERIA //CRA 14 # 13 - 60 PUNTO SURSUPERMOTOS DE CORDOBA //FIREWALL EN CLIENTE //5120// REEMPLAZO OT 14300632";"SEDE CLIENTE_FANALCA";"11/04/22 03:36:16"
"V72-SERVIBA0 (fw-chasis-bk4)";"false";"seba006";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"";"";"19/08/20 23:18:02"
"fw-sodexo-triara2";"false";"sqd0064";"Firewall";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"Retirado RF1335475";"";"01/10/21 11:05:52"
"FG6H0ETB20903627(valle_lili_uli0243-4_79-80_4_284)";"true";"ULI0284";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // CALI // CALI - CARREA 109 NO 22-00 - VALLE DEL LILI // FIREWALL EN CLIENTE //";"";"29/08/22 19:32:52"
"FW-CONSORCIO_1_MIG";"true";"CME0700";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORPO // CORREO // BOGOTÁ // TRIARA // FIREWALL EN CLIENTE";"";"01/04/23 01:21:37"
"V08-WEBEX";"true";"XQL0922";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_WEBEX_CALLING_VIRTUAL_04";"";"15/04/23 01:21:59"
"V35-FiduProd (mithrandir)";"false";"fir0020";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"internet ancho de banda";"No Administrado por CLARO //Internet Ancho de Banda - Telmex seguridad - Admin ancho de banda";"";"22/04/20 09:55:01"
"V02-PromigasPro (mgmtvpnnodo2)";"false";"pre0019";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios Especiales Datacenter";"Promigas Contingencia VPNs Site  to Site (7)";"";"19/08/20 23:17:39"
"xql0735_pam2";"false";"xql0735";"Unix";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_PAM_VIRTUAL_2";"";"09/04/22 23:09:55"
"FW-TAQUILLALIVE_TRIARA_2";"true";"TVJG008";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // CALLE 80, KM 1.5 VÍA COTA // FIREWALL EN CLIENTE// 1 MES DE DESCUENTO";"";"25/02/23 01:26:34"
"FW-CAP_SALUD1";"false";"dnv0030";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"Firewall Administrado";"TRIARA\BUNKER4\BE5(AB)\14";"11/05/20 22:40:09"
"FW-DATECSA2";"false";"dae0104";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"SOPORTE COMERCIAL CORP // CORREO // BOGOTA // DATACENTER TRIARA - INFRAESTRUCTURA DATECSA // FIREWALL EN CLIENTE // DAE0006";"TRIARA\BUNKER2\U6(AB)\28";"11/05/20 22:40:09"
"V06-EPISOLBCK2@FG1K5D3I14803459 (fw-cloud_aval_triara_aw13)";"false";"eyq0077";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"firewall telmex";"OBSERVACIONES:  FIREWALL DEDICADO - Con IPS  - 50 (Mbps)";"";"22/04/20 09:55:03"
"FW-TEV-SA1(fw-tev-sa1)";"true";"TTF0070";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // DATACENTER TRIARA // NUEVO UTM 2020 // FIREWALL";"";"27/04/22 16:11:28"
"V194-ARCO(fw_central_eyn02-n3)";"true";"BDX0067";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP// BOGOTA// TRIARA // FIREWALL CENTRALIZADO ARCO //";"";"27/04/22 16:16:37"
"FW-FIDUPRE2";"true";"FLP0291";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"SOP COM CORP // BOGOTÁ // DC TRIARA // SERVICIOS ESPECIALES DATACENTER (SERVICIOS PROFESIONALES DE SEGURIDAD) //";"";"21/04/23 00:00:33"
"V23-FULLERBCK@FG-5KC3E14800276 (fw-chasis-bk4)";"false";"fmb0005";"VDOM Interface";"Datacenter - Seguridad Administrada";"(activo)";"firewall telmex";"firewall telmex";"";"22/04/20 09:55:04"
"V05-EPISOL";"false";"eyq0123";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"EPISOL - FIREWALL SAP - CONTINGENCIA";"";"28/05/21 03:30:43"
"FW-FUERZAS-M2(fw_fqa0165_fqa0166_fuerzas_m1)";"true";"FQA0166";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA // DATA CENTER TRIARA // FIREWALL EN CLIENTE";"TRIARA\BUNKER5\AW12(AB)\25";"03/10/22 09:58:48"
"allot_uso0075_ssgsantotomas";"false";"uso0075";"Others";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"ADMÓN ANCHO DE BANDA TELMEX";"SOPORTE COMERCIAL CORPO //BOGOTA // CRA 9 # 51 - 23 /// ALLOT DEDICADO EN CLIENTE //ADMON. ANCHO DE BANDA //";"";"19/08/21 21:30:43"
"V011-FW-IPS(fw_central_eyn02-n3)";"true";"FUCDN17";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"Firewall e IPS Centralizado Compartido para 6 Mbps No. Servicio: FUCDN17";"";"27/04/22 16:13:52"
"V01-CEM";"true";"CNI0091";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORE COMERCIAL CORPO // CORREO  //MEDELLÍN  //MEGACENTER //FIREWALL CENTRALIZADO";"";"15/04/23 01:22:16"
"V39-FidupopuPro@FG3K1B3I11700698 (mithrandir)";"false";"fdp0085";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"FIDUCIARIA POPULAR BOGOTA DATACENTER TRIARA TELMEX SEGURIDAD";"";"22/04/20 09:55:04"
"V03-REALTEC-INT (fw-mgmtvpn-2)";"false";"realt15";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"MANAGED VPN";"";"";"16/09/21 16:37:26"
"V235-TECCXC(fw_central_eyn02-n3)";"true";"ZBND009";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP// BOGOTA // DATACENTER TRIARA  // FIREWALL CENTRALIZADO //  FIREWALL CENTRALIZADO 5 MB //";"";"27/04/22 16:14:14"
"fw_virtual-cloud_aval";"true";"ATT3928";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"CLOUD AVAL // Firewall Virtual  AVAL";"";"08/06/22 09:49:17"
"V51-Inverj0 (fw-chasis-bk4)";"false";"iuv0373";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"CONTROL DE NAVEGACIÓN TELMEX";"SOP COMERCIAL CORP // CORREO // BOGOTA //  DC TRIARA  // CONTROL DE NAVEGACIÓN";"";"19/08/20 23:18:06"
"V14-FIDUBOG";"false";"fdb0514";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"E-BUSINESS HOSTING DEDICADO";"PRUEBAS PUERTO RICO 2  WL1";"";"28/05/21 03:31:05"
"V02-FIDUOCC(fw-cloud_aval_ortezal_ad12)";"true";"FDO0222";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"** FIDUOCCIDENTE  FIREWALL CENTRALIZADO DEDICADO 100 MBPS - ORTEZAL";"";"09/03/23 12:55:09"
"unknown";"true";"FENA050";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL COPR  // FIREWALL CENTRALIZADO // CALLE 5 #6-63 // CALI     FENA050";"SEDE CLIENTE";"08/06/22 09:53:50"
"V124-FIAM";"false";"fib0006";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP // SAP 6000009239 // Bogota // TRIARA // FIREWALL // FIB0006";"";"28/05/21 03:30:15"
"FW-IMAGENOLOGIA-COLS2(fw-imagenologia-cols2)";"true";"DHO0021";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP // CORREO //  BOGOTÁ //TRIARA // FIREWALL// IaaS // Firewall - Seguridad Centralizada";"";"27/04/22 16:08:01"
"fw-cloud_aval_triara-aw13";"true";"ATT3923";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"E-BUSINESS HOSTING DEDICADO";"CLOUD AVAL // Firewall Dedicado AVAL - Triara Nodo 1 // ATT3923";"TRIARA\BUNKER4\AV13(AB)\16 TRIARA\BUNKER4\AW13(AB)\6 TRIARA\BUNKER4\AV13(AB)\17 TRIARA\BUNKER4\AW13(AB)\7";"15/04/23 01:09:14"
"V02-SIM_LAN_OTV@FG200B3911608832 (mgmtvpnnodo2)";"false";"utt0034";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOAV - PROYECTO HOSTING Y SEGURIDAD - Firewall dedicado centralizado - UTT0034";"";"19/08/20 23:16:59"
"V07-COLTEF";"true";"CDI0222";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORP//CORREO//FIREWALL CENTRALIZADO//TRIARA//BOGOTA";"";"15/04/23 01:22:00"
"FW_MALLPLAZA_2";"true";"NIBJ031";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP// BOGOTA // CALLE 19 NO 28-80 // FIREWALL EN CLIENTE // REEMPLAZO DE LA OT 16594581";"";"29/09/22 01:00:41"
"V07-COLTEF-PRD (fw-megacenter2)";"false";"cdi0222";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"";"";"19/08/20 23:17:50"
"FW_CENTRAL_EYN01-MEGA";"true";"TFM3251";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"Servicios Especiales Datacenter";"CI_PROYECTO_FW_CENTRALIZADO_MEGACENTER_FISICO_1";"";"29/09/22 01:00:39"
"FW-CLL0085-COLSANITAS2(fw-cll0086-colsanitas1)";"true";"CLL0085";"FIREWALL HA";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOPORTE COMERCIAL CORPO // CORREO //    BOGOTA // TRIARA // FIREWALL EN CLIENTE ///   CLL0085";"TRIARA\BUNKER1\R27(AB)\9";"08/06/22 10:02:44"
"FW-FiduBogota-2";"false";"fdb0049";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"Fortinet 300C administrado y gestionado por Telmex";"";"09/03/22 03:34:00"
"V272-COLWAG";"true";"QHJ0025";"VDOM";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COM CORP // BOGOTA  // TRIARA // FIREWALL CENTRALIZADO 2 MB";"";"11/03/23 01:23:56"
"FW-FiduBogota-2";"false";"fdb0111";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX SEGURIDAD";"firewall telmex";"TRIARA\BUNKER3\I23(AB)\13";"11/05/20 22:40:10"
"V02-CharlesBack (fw-chasis-bk4)";"false";"hoa0010";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"No Administrado por CLARO //HOTELES CHARLESTON S.A - FIREWALL CENTRALIZADO  INTERNET DEDICADO HOSTING IDV: 1809744";"";"19/08/20 23:18:50"
"FW-InfraestructuraDC_N2";"false";"tfm1253";"Firewall HA";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"TELMEX E-BUSINESS SERVICES";"CI FIREWALL PLATAFORMA DE SEGURIDAD";"";"11/05/20 22:40:10"
"V050-COLTE";"false";"cdi0173";"VDOM Interface";"DATACENTER - SEGURIDAD ADMINISTRADA";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL CORP // CORREO // BOGOTA // ORTEZAL // FIREWALL 10mbps";"";"23/12/22 23:46:49"
"paradigma1";"true";"PARAD16";"Firewall";"Datacenter - Seguridad Administrada";"(activo)";"FIREWALL TELMEX";"SOP COMERCIAL PYME //  Bogotá  // Triara   //  FIREWALL // 100 MEGAS // PARAD16";"TRIARA\BUNKER4\BB13(AB)\30 TRIARA\BUNKER4\AY13(AB)\20";"08/06/22 09:50:59"
